dr_V,ca50_V,Rsys,Rpulm
0.12596692340744167,0.610338700278576,3.3616868593258125,2.5033525840863264
0.13483323058039445,0.6460464181689322,3.184310539525444,2.508706036114523
0.11880318336197704,0.5911892923377875,3.3365167859103413,2.501535043008824
0.11446930440087998,0.5563970312489979,3.4389068189536736,2.6919495054861904
0.11522401034021836,0.58591097738064,3.3821494347804535,2.5625110261490107
0.11490943141593037,0.5646135580866383,3.4466999094980943,2.5892566409506514
0.11805674351482415,0.6471005895720022,3.151717239158273,2.5531872201790695
0.11506085401709146,0.6363085540201711,3.195042407103297,2.622992909406499
0.117791174083255,0.7958762239242198,2.8126721149496228,2.338386282933516
0.13680504130842056,0.6143108770500701,3.1929482152875632,2.5551339890047697
0.12948274859676923,0.5230947448515281,3.3906225313592824,2.654558358567125
0.13153081516527643,0.5938268245803807,3.215424545485822,2.5245192546252326
0.12757148527238338,0.5553319823976192,3.365567567920569,2.697536503981014
0.12312638782533776,0.6645305789812557,3.3840612706137203,2.468850662827349
0.126535500099595,0.5516746139616021,3.4955928956625106,2.617860997225724
0.14444020484876197,0.6961973200365719,2.975555046986369,2.4074256164237906
0.12619859838631062,0.6344628464431517,3.1520115055232076,2.508232606663855
0.14505432225390136,0.6475510731976658,3.146080400086022,2.4432725508761015
0.11913706423357458,0.5430846251748649,3.4676295739546434,2.7248096075630133
0.13851770919670103,0.6079528421755899,3.196559896042818,2.4405341571521264
0.12254304298343685,0.5923462644346918,3.37953915748455,2.500722705295041
0.13348580592713355,0.5767666905539782,3.322979430021378,2.507343889788746
0.12722244284749246,0.5107178408102206,3.554526244029657,2.6544114930303766
0.12715754152036238,0.5114723667063567,3.544282271165964,2.6585528440576476
0.12225854321708039,0.7510081110622674,2.905150040545804,2.376856414544864
0.11771353667309803,0.5495697950469416,3.4516928188877762,2.580641967484301
0.12496243543239204,0.5535544141034322,3.352489187076148,2.5588227819948988
0.12360713824815775,0.5806554054719142,3.3928572205848555,2.5422073446981166
0.122998238182625,0.6574961758042565,3.206354240079508,2.4371488158325314
0.14188015187154931,0.5790861362902889,3.2606408791566945,2.4802477615890766
0.14082651396910834,0.5420943961998612,3.358782748463813,2.5389721767925244
0.12329021053542784,0.7441104171249703,3.097884385037139,2.4758769471811415
0.15784225431873858,0.7835351464802103,2.7293609259990803,2.260861766808417
0.15784225431873858,0.7835351464802103,2.7293609259990803,2.260861766808417
0.1581027521853748,0.802523237498918,2.4739100909810947,2.36475344091128
0.11953163261498499,0.5344019470673617,3.5623418961981326,2.7983640728119736
