dr_V,ca50_V,Rsys,Rpulm
0.24788831874064687,0.5177696046979916,2.6406868215912302,2.7700908155564354
0.23075942650743125,0.4840017751544306,2.758294187178583,2.8769917848588284
0.2256777902586636,0.6697631759210945,2.392709866976582,2.843898709636649
0.1866127463548639,0.40463985971146404,3.1530869227063585,3.2757946643489717
0.19085821631493693,0.40709746410263836,3.036995942194001,3.3197107413801996
0.23564230632477468,0.5881510732951103,2.5603358131873106,2.822056427563571
0.2015000326567463,0.47648512701898654,2.7835220483391385,3.084361412966253
0.24610368112315634,0.48946834324213717,2.7035307227766294,2.808993607756557
0.18754164754098934,0.6911731879923116,2.3787897937108835,3.0520177967092263
0.20334424015974054,0.7064208696934847,2.3320747146427694,3.028175919827706
0.2143841690729263,0.6589480392258948,2.350725210880597,2.8825891794491247
0.21290865717514199,0.6261909146460819,2.4732422243743746,2.9036022479102264
0.21690965893651157,0.4627068780011176,2.7651587443129637,2.992800638566707
0.22231307294900046,0.4752598328761068,2.956132537621487,3.0302208498970487
0.22607316406614814,0.5467633534372178,2.730838238709546,2.84704242250332
0.21050954870497768,0.4511626519931412,2.8631970104084683,3.0905387468116157
0.23428861510282914,0.578041060201154,2.495301583312103,2.8914189860300183
0.199614337918605,0.43682294748310946,3.036332837820834,3.0755053495294655
0.210611618223786,0.4881284128644651,2.8324252623967627,2.9356402483370942
0.22400939499038244,0.4909536792643234,2.6341228587769114,3.0082151929055665
0.20484485699041638,0.46738562016021634,2.9374741510798743,3.085217906594579
0.22069827353690566,0.47508032563810165,2.7538252776422762,2.9552488442301557
0.2202945299215598,0.4394571039584299,2.9552321704982694,2.990186308789803
0.22141095787045378,0.4431872177337293,2.897330291441969,2.99281006693993
0.2164315534477118,0.6759343839778619,2.4135148250427196,2.8741501630034985
0.23709686220502596,0.5120882250695414,2.6560660054142073,2.830250330649055
0.21774749708178523,0.463503564629942,2.7901715719263014,2.9572971977396656
0.21411293301946657,0.48457245968826673,2.8609699523459633,2.977079062842587
0.23079282537643783,0.5322628455640666,2.6305734113915884,2.889351698217586
0.2179667485494573,0.49586809093185913,2.7176281302258345,2.8888659561123515
0.21856583816451577,0.41776652225131033,2.964481943737159,3.019077707664317
0.2144219375260173,0.5664820188120497,2.700973812613291,3.0695703297727803
0.20782738218751595,0.4160053361375609,2.846899237579745,3.1423941138763944
0.18767704367481888,0.4077764551952802,2.9382946438165036,3.2552239984885825
0.18984374647250093,0.44570545086319696,2.683940771124384,3.200781404156325
0.19104734158988473,0.4270688636069101,2.9838355678812656,3.2110098551424753
0.24235661185650037,0.5610411503814244,2.5215118937626437,2.8343628633744413
0.20446564628934025,0.5047727450656235,2.8369612368603536,2.9831368065775328
0.22358780548403706,0.4113160442096407,2.8393658097005794,2.9992642151237145
0.20049734774524133,0.4630653742577178,2.8688005601546944,3.2088231116036763
0.21037417761840646,0.3913819445066834,3.077307335183098,3.191053904010649
0.2207714198094134,0.4442139550077354,2.7347175548528564,2.992943352560677
0.23894752128306565,0.5769338162865377,2.651627965568445,2.833462501488497
0.23894752128306565,0.5769338162865377,2.651627965568445,2.833462501488497
0.21497081018120004,0.4598321241506361,2.659316184042901,2.924588597266068
0.21171697327750535,0.4535114799461563,2.776580584373235,3.021921565931383
0.240201381660249,0.42528243794555626,2.8596267621618727,2.9721295934048793
0.20673663043927992,0.5172654874043666,2.8678551070964167,2.9159852615112514
0.19730260371452246,0.4101153613628872,3.170438917417779,3.2571642092968203
0.21961388244189922,0.40378557620621897,3.0527319147598515,3.1588189542571676
0.21213623373621376,0.40052687774842355,3.092505252326835,3.174520470604127
0.23927719820805904,0.4094077001424013,2.8838219584014344,2.928263099838068
0.18431693123207105,0.3983348566640648,2.943524065360935,3.3663142690618146
0.19809965825075743,0.3989752164028852,2.9264945725807854,3.3245536913078455
0.1941980933467702,0.41803813060906686,2.8769660681566562,3.256328751879778
0.23668447369354317,0.527174034411236,2.6723837566120237,2.6673812950228992
0.19614786913243798,0.46144720890967794,2.953399748616001,3.3330388884597593
0.18983579888612723,0.5084086506372633,2.8824504920876275,3.2507155826978638
0.2208110175777958,0.6155167190406835,2.299975434662409,2.844309752367142
0.21929026714003544,0.46035940101854245,3.036730539312498,3.101889818933005
0.2290438786457606,0.5050181041387285,2.7895874344544542,2.9684418437110254
0.20188550758399085,0.42708442836932553,3.0559730295983107,3.126961056043134
0.24373810029539802,0.7084902915508378,2.160369540247002,2.693127401590698
0.23475467592750915,0.6678086072688391,2.218151531029785,2.747995291495482
0.23350883607153475,0.5786679701580457,2.2073593396050475,2.792964390968022
0.20940779177597954,0.5745858374887645,2.5187733305773863,2.952462188262866
