dr_V,ca50_V,Rsys,Rpulm
0.2774601649148151,1.047821428783801,2.168021149905021,2.260622619062646
0.2714629094921871,1.0475755064731083,2.381483043523972,2.2096538157358654
0.25821416595219804,1.0461642375041844,2.440532668642973,2.2244655035335645
0.2406308558653298,1.043791284290225,2.6662097798498374,2.530102731666548
0.263020389307572,1.046057841598923,2.3325066372906478,2.241876946194371
0.2525845031267847,1.0435498745492968,2.559508540074766,2.2558992697402585
0.2536495070705873,1.0442818343935276,2.3470776645739355,2.4456589510362505
0.24773671423010582,1.0436498571000612,2.367070563377184,2.515667354576241
0.2686288948496118,1.0348034890381799,2.6162440763954633,2.2118377816370556
0.27789924569262137,1.0399716102294523,2.4488592393336104,2.0944970818111317
0.28078205628473557,0.9675150310758811,2.319630444018016,2.141428250425593
0.27553123952161596,0.9537603592221233,2.4089390376721442,2.268569171336354
0.2728113997911923,0.958131102865607,2.5553835617954537,2.277619970366591
0.29545471540297885,1.0175377878628478,2.536502080830561,2.0054167577224913
0.2931859622412027,1.0240313745230256,2.3677822909438357,2.087302833324038
0.2824716582182491,1.0190078153303892,2.5981329156393755,2.15459922445758
0.26631711841931927,0.9533901034313883,2.783461219082316,2.164898832414741
0.2910056957959659,0.982843835342632,2.5662352124357173,2.2056634884872035
0.2834024068827678,0.8397856809482958,2.8549280008942746,2.1378345996056276
0.2791856455722716,0.8751294391598787,2.8450782366584684,2.150958204575436
0.26912997275992595,0.8467918977208718,3.1317749645086628,2.2244795210776886
0.27789826904014164,0.8970190757984476,3.035648688468809,2.076409139603056
0.2905433179992321,1.0220816483639634,2.078881439691408,2.246724143631172
0.28806678389576723,1.0229361268325852,2.142210793457335,2.232311177979393
0.27275105339548306,1.0107695860545702,2.353454457250364,2.2239645987646113
0.2535458955214913,0.9910516946238497,2.638763831291484,2.312434223498703
0.28083339883338676,0.9990083390573312,2.4259632762647514,2.192381228138109
0.27849456795178373,0.9935991401758749,2.50233201329146,2.184171872380558
0.27742196913934786,1.0096084212761627,2.4163250589342584,2.202623523557701
0.26775301091285814,0.9899481997567174,2.5563852645836516,2.19664917785407
0.27441331454717816,1.0252323793961817,2.3346186430827283,2.3099761069077815
0.2512382893244732,0.9829310132616349,2.5963637450017107,2.3044487966571476
0.26015337727973387,1.0136821690670434,2.745852780248034,2.2755933132455013
0.27454597950218246,1.0210575244541773,2.73967924396136,2.2812124290213913
0.2824195042106633,0.9666065939063546,2.954675977036616,1.9150994686322185
0.27208829520912003,0.9025538344098808,3.1596537016244284,2.00951501244712
0.25907858217063223,0.8400254280177567,3.305474048890479,2.290176169698096
0.2891710839289679,0.9644099868458561,2.3046382957347333,2.2414940543973745
0.28267259160845754,0.8951586200354016,2.4476805260778294,2.2649216402768557
0.29105787345281864,1.0209489657542858,2.548990954896847,2.0933448660643306
0.3028514973368605,0.9658903420632905,2.3562205240192244,2.0460206859953805
0.29364367329953395,1.0306979203085262,2.493023324668141,2.0231457340628523
0.2857368679069295,1.0243790953336231,2.463004132572664,2.0526063112447366
0.27804256103711145,1.0155761084945614,2.5511473017863353,2.1873421806584457
0.29310129916686656,1.0223188357897623,2.5261153134744108,2.1313190664028987
0.28556497133912384,1.0138546433135143,2.539792555640387,2.1493041504934043
0.25004854459752485,1.0288157098554285,2.38694878071372,2.328535284848648
0.27167392186879313,1.0241397882879675,2.4599272840382693,2.29148353533188
0.26320759656258524,1.030701377778087,2.4411287634436034,2.267706700526779
0.27944905053891345,0.9924899560434689,2.5175654299780312,2.1331056617312716
0.2750170596050992,0.982480243526926,2.5762370901427567,2.187965607673214
0.2727546438162,1.017361654881292,2.3924719872390865,2.243482706436104
0.2785881330410491,1.0118523016786014,2.1868165567896307,2.268850942897918
0.2821530770764249,1.0094614996426077,2.3138180689343817,2.192222136910345
0.2857010294271731,0.9632774108757817,2.5589643405543536,2.102528485149198
0.2656445540651887,0.905031151183665,2.869642296041436,2.3353465465251237
0.27238170584995913,0.9252656835457226,2.774345523283933,2.1846388430561783
0.3334503999518758,0.92938860950579,2.3217981420563865,1.9121268100283815
0.32910741605678684,0.9651132736051717,2.197819357901518,1.9464315012548676
0.29201895340531614,0.7372438787259625,2.885373026970647,2.206593441475159
0.27448926628357956,0.5878894382440535,3.3811426548310104,2.4896418604071084
0.30702773855800664,0.7605741119615218,2.6134890862203926,2.1164548681855755
0.2849266207908914,0.6032988606884702,3.2623621880023514,2.384063314233272
0.2869649935987082,0.6734768720648535,3.1521843527724376,2.31015182576752
0.28305622452315216,0.7689928813777405,3.403185522223968,2.1064848517650447
0.27342773203982185,0.6760819886494859,3.5392611581369553,2.3177660386666137
0.2678509139696181,0.7263224286253426,3.3787860897284903,2.3124193262176918
0.2504628731641917,0.7120545797477782,3.5017674383469988,2.4274359047309715
0.30214097591470834,0.9995550540141664,2.1965575285689356,2.1788983861419626
0.30500301409620334,0.9733908157177061,2.7027785991312534,1.8558000913327575
0.2987516216075283,0.9469088055970443,2.537286567292607,2.154011070064864
0.2776076059908584,0.9695115507642545,2.6676662072110515,2.0624620991459834
0.283755225376017,0.9973940219259433,2.4832809263404707,2.079110823909482
0.29372155149053364,1.015611582038899,2.3407018806898545,2.058646464905984
0.2920642235040937,0.9464529675740417,2.431018816872639,2.1786551849833278
0.2761793254001225,1.0224741958083177,2.594693228149971,2.1948071136999077
0.2795539995179767,0.9966991752615875,2.715234419097214,2.102107443680915
