perm50_V,dr_V,ca50_V,Rsys,Rpulm
0.40875703128805485,0.15825502891887977,0.41136230710136484,2.3614565176118667,2.623096085020604
0.4209522354141968,0.1589663617040765,0.44404106153375644,2.2010574566781362,2.575848618203108
0.3345691026733331,0.17135897740409095,0.5779703698887698,2.2108856460706794,2.535385972756797
0.3707019065872387,0.17454038325831475,0.5210190017433782,2.282946674420464,2.527983038729918
0.3940695500963798,0.17140087289164152,0.4812873659573205,2.37029827549124,2.560294493789743
0.3946086431946222,0.15814688946903227,0.4363191167439141,2.3204737584774096,2.5720340207425636
0.30570781456364493,0.1656010494624693,0.5960547799698457,2.3137148591102803,2.615360620947258
0.38692527219854056,0.1585636156576105,0.5004187453907294,2.32137922627396,2.587999880842444
0.3976557782178551,0.1692530264350999,0.43731471814354833,2.250349162048189,2.495329198620554
0.405400061093904,0.15440718628182584,0.42186647137703187,2.488933045898484,2.620451318637825
0.3658118798181112,0.16205298143264887,0.5314121561289953,2.3713395361205043,2.560068695808492
0.26629802931467694,0.15345540459360543,0.7078152540173561,2.3718049206628518,2.6361930342930346
0.3141372848069528,0.16753393107535605,0.5689607100388394,2.27302389418598,2.6231177891858453
0.4059490594392386,0.15332751400647904,0.41371431612826637,2.3358188021442055,2.612781213608863
0.42873855716066694,0.15799666954645733,0.4030054838692542,2.2757204605041705,2.5787164796776136
0.42682814726004853,0.17286506630956003,0.40843480003936217,2.2558456108953853,2.6375728703352124
0.4170565604359839,0.1608064175767973,0.4148962689852238,2.2096936597326264,2.661302445855824
0.41649534935724136,0.16764563109545239,0.4108106930986865,2.1890280515725222,2.536260563656372
0.35763727881004437,0.15135933085470107,0.4849640741782486,2.37077785273293,2.7257649035016294
0.27974694453902677,0.14704091835541222,0.6611732869253423,2.258148649262036,2.625157634365859
0.3442198248566901,0.15368011074321605,0.5547292447118617,2.4280887069549606,2.6861823278574253
0.28902284136500084,0.1432157825890898,0.5872956351897234,2.4068888656405045,2.796968802507715
0.2438050149217512,0.1375826382636582,0.6861222848419408,2.5195613650410964,2.9149484135601726
0.3964106267436534,0.1417897915535613,0.5130203646586382,2.221886998260457,2.6767597064436295
0.3525117342048994,0.1742606477336605,0.539446524506985,2.34973240997567,2.593351599624989
0.34522721536731193,0.14206738958142942,0.5426653343764266,2.425155192168793,2.724049211763783
0.40587844200468076,0.17662225635199785,0.4803138623733996,2.079182561071248,2.4224814432282447
0.43567007131464874,0.17273772889011485,0.44352255754292735,2.144489071930132,2.525665284634885
0.38157268777550357,0.15863143593908569,0.5320351442175053,2.1772094838475358,2.594575371042943
0.4389297513340102,0.17382138331588148,0.42481693145930954,2.1948882143732877,2.577066884292259
0.3699068706336659,0.18042038460616772,0.5442104308324917,2.1157876916059,2.4764451794261126
0.40500260600446764,0.16665224298987996,0.4664875184499652,2.151872872403773,2.51071070156065
0.4086325827154834,0.16381769874251845,0.4430068200481583,2.258358776717366,2.607969292433723
0.33429179091648553,0.1506594658501603,0.5484662727282845,2.4323499809031652,2.790109749966901
0.4306353392583475,0.18032869210377217,0.4080261176883912,2.208774449692152,2.5068520661662346
0.3825438474279982,0.15033784736756417,0.5388697533700697,2.188432326869785,2.626271927916654
0.4362264463488528,0.15251678622776085,0.40226914445768147,2.2858604498576165,2.7398906964317415
0.4444623354280299,0.1499328495317935,0.40103532874789066,2.3353679839363344,2.7236446836346584
0.4135494185144701,0.15073579685005567,0.4222005712903338,2.288100639053742,2.715172391198298
0.2628260753494235,0.13138044734582002,0.7192308877574077,2.383739103574633,2.6652103449078592
0.2628260753494235,0.13138044734582002,0.7192308877574077,2.383739103574633,2.6652103449078592
0.4047662718618199,0.16728758792463352,0.4201223107992681,2.3758794479653584,2.698159584565466
0.329912343715992,0.16175013975127395,0.562604611140373,2.273594874321306,2.65438134185314
0.3238827542720318,0.15335697629296707,0.5420616816734248,2.4205078411967613,2.6859373910142312
0.2791126727765702,0.15316981150345216,0.5925253952775832,2.4026874991662703,2.7132171823461424
0.2586893498851796,0.1425342416275053,0.6491193989449311,2.5451199407431973,2.7977259450655128
0.2659421514720797,0.14614532971580335,0.6591407538360481,2.4250081548596016,2.754554891773131
0.35207808582557254,0.15330503242402935,0.5666869434840119,2.2010254466976784,2.5619255394972447
0.322795974631438,0.13472597405057396,0.5163327940606639,2.538775864990297,2.8947199644771544
0.2919787501162043,0.13397116280710514,0.6014268609098248,2.569387695418142,2.9161991699545062
0.30024491289897687,0.13505684741277446,0.5845323514472616,2.578922308658612,2.8918868821632593
0.33507347514942704,0.1390712199033798,0.5116267724511785,2.5552674624975946,2.8239370703569726
0.3311131538434268,0.13851398479989396,0.5658891216112316,2.4138806087274585,2.6923202595438678
0.33860221378460165,0.16159929880134188,0.5702896503710803,2.26998758633589,2.6378598383855567
0.36114017360354983,0.16734795345432127,0.5257526011958984,2.2398386513738515,2.586167775823993
0.3338379687612708,0.15858462153929848,0.6108317480719013,2.3159355164987367,2.6576798881829133
0.45311692116624797,0.15040386739415512,0.3822180223031702,2.292985482744557,2.633864328284117
0.44167507117491334,0.1428190000972776,0.3891673493667499,2.3535049536774975,2.70125938795696
0.44265963426291555,0.14862701896159852,0.3862306210624875,2.375267033601636,2.659737006566427
0.3902922960591411,0.1376105344471303,0.48401670059337126,2.2139885891819153,2.6011740248918938
0.35006507450848773,0.13610320540192886,0.5260695558967711,2.4468442582169403,2.7284850807242145
0.2927620147267988,0.17409743729239233,0.6550472114325903,2.191961264685911,2.5746935476335073
0.3794325086193218,0.14455293185165713,0.45107781090251875,2.43033217464252,2.6608081715660545
0.42646435225521506,0.1607578364187706,0.4039943234437863,2.34655603291102,2.5543346491910017
0.4168242690751983,0.16135957699500297,0.41413820846867855,2.2452408107505653,2.504086859465437
0.44006807855168767,0.1655874729237497,0.399568995358404,2.265252520819064,2.5202946307619487
0.4161515286730416,0.16946437060603536,0.4374680039770852,2.172830021019502,2.4832593368737164
0.32111626509677965,0.15380355624404865,0.5149770282114634,2.6153193357625852,2.8111377061477696
0.3822589271533389,0.1440371015685544,0.4463500253769533,2.440198521604242,2.7834242522360695
0.3251972888019581,0.14587588075219723,0.5422352080786034,2.296521937456303,2.7683559717741963
0.37019775090735213,0.14468463264999276,0.5066289992276887,2.471095219451735,2.6982923830077987
0.36278144980251953,0.1505434736341002,0.47835646218714317,2.3592838557482034,2.6934568821781473
0.41450981626102196,0.1637791407212565,0.45875089458170293,2.18594182856504,2.5480330912498794
0.3951300882659823,0.16250984957448544,0.47811198807650845,2.164786634871674,2.580435468119756
0.4666040868845649,0.17751011969877295,0.3965527336651978,2.0778325483921862,2.463067381762866
0.46114577182694044,0.17693205913068877,0.39926625778303126,2.084768146737873,2.4725160862496938
0.4205294837053704,0.15860745140074348,0.3929178592682203,2.317340210629905,2.6575638947682436
0.446226314682226,0.17460425768000123,0.3891013826902671,2.1500640105979647,2.506742536346962
0.3034392476022801,0.15863141695874441,0.5883049593903232,2.3492314314113587,2.6495021852128087
0.4242408597128373,0.16643345447687108,0.46058077170832673,2.207213515470797,2.490818478301757
0.39490979287838957,0.17617172324494407,0.4992806345109549,2.2061856094056833,2.4998242590678164
0.38168924613775956,0.15883447206927825,0.47508678356803646,2.313748261922445,2.592514217525321
0.3583280873447224,0.14616398064377473,0.5398368574818256,2.2279577195308504,2.696953058244151
0.4055748256796145,0.17755662298754596,0.4577496411342212,2.2489984551903808,2.511781111129755
0.3133541288225438,0.14292107034199453,0.6217187391485713,2.3308924538070497,2.693365594711831
0.3029314812008312,0.16048606547779307,0.6067776954054181,2.296272312325307,2.6617856469342773
0.4314541960747406,0.16403839230461473,0.43362500959695655,2.2178872204561677,2.56345845602755
0.36268671101917827,0.15409865956468902,0.5207553131209899,2.2711809128192226,2.5625584914570236
0.33601566704939095,0.16087895497851903,0.5810467282273567,2.2261933498084523,2.65880197553987
0.41257042870769833,0.17889214190534214,0.4870233062595763,2.0720764338160533,2.397873786583246
0.32875159199595594,0.15907605186572668,0.5843152428782519,2.1646804335279355,2.665304258509004
0.3309920816166533,0.15126273271051613,0.5380506747539651,2.2025330188886527,2.718949564784822
0.2595870673874195,0.14266097190919483,0.7088176618900203,2.372754190850712,2.798423441301594
