perm50_V,dr_V,ca50_V,Rsys,Rpulm
0.35852139048648757,0.11601556154250733,0.4354888657052289,3.4853611458093114,2.4855396351685632
0.3436735074564284,0.1165025165396367,0.4778847495421186,3.3245226726376003,2.4731004163850394
0.3422865520958442,0.12803151283772798,0.45951670046486864,3.521294929257467,2.365685472590679
0.37216706159726853,0.14000121299031862,0.42250884630547364,3.525677501636145,2.359312239012192
0.3345092971284309,0.1332317860491601,0.469253100338315,3.30190767466371,2.3441852007210695
0.3699412537959939,0.12567815848218575,0.41809982492241654,3.3699004863554824,2.3770947739563693
0.3671156781317703,0.1298889464318075,0.42729996783174606,3.4932192067961436,2.3447409675330024
0.357343341277954,0.12584677247418258,0.434292805693848,3.3876439242121474,2.4260478470853575
0.395019497742586,0.12753793637389219,0.3922044604521557,3.363586853938224,2.383622630236637
0.38589428620136196,0.11660223864796071,0.38743970769182084,3.620456443095587,2.451920536719106
0.3775034028117356,0.12043024634027663,0.40855148354914245,3.5402797958493726,2.3799121579735156
0.39262116192725327,0.12095585432100696,0.4065819121072737,3.5023811993872176,2.4042501666605904
0.3477814351064967,0.11628656702030267,0.44502241519749686,3.4328454720481236,2.396065749039642
0.3979999038366496,0.1236077698802213,0.39781336754279933,3.4376048259952796,2.4093357861311717
0.35576083581346396,0.12018502212586267,0.42455233389543445,3.3838176876638224,2.433262430612687
0.39537649033304173,0.11811891582906596,0.40161738116780166,3.3824832718246625,2.384423198068298
0.3389452309245487,0.12311356507911013,0.48765941228819853,3.4487223269643428,2.501651259793407
0.3618751558650758,0.11724109644982149,0.41237721989708076,3.3920815078694404,2.4749795980135247
0.3576193502964544,0.12170227688456954,0.4211417095252698,3.4610558545842585,2.5312017082467406
0.380329333688768,0.11480730215093032,0.39057244961634724,3.475032724153047,2.439420217874209
0.36321409354137313,0.11788689233320392,0.3989834094765158,3.558714209824568,2.4762804424375537
0.41144091058765714,0.1239374892632536,0.3817845890639169,3.5082075540548803,2.410391961819428
0.3313235453670414,0.13682466155737885,0.529811059630031,3.2584512219222974,2.3004415078181126
0.29986284957685466,0.13659255091439876,0.5346218460925103,3.468783685601473,2.3311913048469384
0.3621235547732403,0.12009279077950165,0.4452212323800999,3.295816433023956,2.3949933617643113
0.28653497100504455,0.11979545688251092,0.5420173457242993,3.5859919550400723,2.5512309448815595
0.26863531927086653,0.11870236000874333,0.5556301629245249,3.6747462100656527,2.572655566428098
0.2525665600130167,0.11791843186827204,0.5872586561194221,3.6414946194362616,2.501558536939385
0.25268861373512885,0.11972069245688344,0.6313979785154581,3.6242458982755044,2.4745975969689655
0.354091452629424,0.12211495768374185,0.457233142683953,3.4904623191962822,2.5015811728636153
0.28031085293518787,0.11935729018073671,0.6151088607761972,3.3669606925004727,2.3024180351684267
0.34934751816994963,0.13818741856989852,0.4618747992204396,3.3821960333992895,2.3891279725758237
0.3526814008769494,0.1172703864290806,0.44028937291387443,3.4389709635074093,2.4910455035167534
0.34013950768100737,0.11660150793488508,0.4569079441938575,3.494799969358613,2.530004073838256
0.3321146312469389,0.1150575397399316,0.4679766076166544,3.4160435246288263,2.4639808458024586
0.32805801232452747,0.11463619281463235,0.49836504393011183,3.3774679299418726,2.512009957591733
0.33251221034887685,0.11508687869989773,0.43273651711593214,3.539170389696347,2.658465372188837
0.365664828458035,0.11463475677733773,0.41481829585913427,3.5536576703160976,2.6147394805313917
0.338841305636339,0.11499505620857335,0.4374040897435735,3.4950109388037656,2.5983793166375544
0.3365867483950884,0.11373592851135535,0.4800876369420572,3.405413486168867,2.433588002680103
0.38453163419439684,0.1139244631012781,0.3928767918340544,3.4697197282835237,2.556728233798972
0.3514610102351033,0.13392906715389344,0.46266994137485856,3.4251364110339435,2.3290562488196516
0.3002216888347215,0.12994839393412946,0.561789362065854,3.3549408011355255,2.3385454999998116
0.30000478142525683,0.12064175960018426,0.5193711028190685,3.5492784331809126,2.3701991986751314
0.26511714294293287,0.1202446147626358,0.6276313314666765,3.566596311138375,2.378885841315177
0.26511714294293287,0.1202446147626358,0.6276313314666765,3.566596311138375,2.378885841315177
