perm50_V,dr_V,g_CaL,TRPN_n_A,ca50_A,Rsys,Rpulm,bt_atria
0.3789065103466932,0.26055681813381193,0.15359688596714116,1.4565815395557995,0.8263489221740478,2.3955561895117277,2.8453522364430532,2.2407495808254967
0.3193321665496814,0.23051399562183691,0.1224790519445364,1.6805048069109103,0.5586873255409561,2.585837529531438,2.9189062358461424,2.340177666327278
0.35555980780937646,0.2424129375726641,0.19486471884039822,2.5311580228874213,0.7284598894974702,2.459848771177227,2.989405723920774,1.8451939648809352
0.25097220921246566,0.2032061481673667,0.14700428528395157,1.6284689848863434,0.697938148254729,2.6545689648907045,3.0880049831868046,2.1445197307171338
0.3017090664366853,0.19353133068189374,0.1614121441904701,2.24904183754148,0.6711895836425319,2.6650236530449907,3.142153364344842,2.405453819631649
0.362196573275421,0.18053136991320126,0.16475859484767427,2.151036178576074,0.7126898441211331,2.7732029707917656,3.6311302799246032,1.5820481394023433
0.33618567986303555,0.20944490004458372,0.17259645617007877,2.196293326549585,0.7811783477166855,2.757475544921218,3.356799653686917,2.1495366193461507
0.28627298263897044,0.21877489393975652,0.1295844093203447,1.3216759402675387,0.7536080633880489,2.633743945996033,3.4052343340143345,2.0185886798286456
0.35202282472244756,0.2818949717533469,0.20103502926130573,2.4859585663021346,0.6761847078085241,2.1689546482203887,2.141556881161328,2.44827856624166
0.4093481047017489,0.19994899901645763,0.15282484510534494,2.0722765687438085,0.6538339531690973,2.6757188438810093,3.401472813125846,1.641427397269494
0.32657416493419456,0.19592467869792732,0.16999820981495328,2.356190444850902,0.7293173032311869,2.790424098623254,3.411962480196887,2.035265652143248
0.26544504582904294,0.2268971068793969,0.15610186056048267,1.7474941829939798,0.6975940158811934,2.473186190128974,2.973278617024588,2.235800182154298
0.28466570263689267,0.22308776388636617,0.15244659671097754,2.141519546338435,0.5936980766863893,2.550436901927889,2.9793393787544016,1.8653216628840692
0.27049312027373185,0.17199933486497823,0.15819496945305064,1.6179702085078314,0.8274883534858155,2.8931034106648297,3.6439672204926223,1.6722119588103397
0.2720158068350208,0.15685455663548095,0.15642306754239754,1.932375253199753,0.7406249155342083,2.9729982115158657,3.7832491604935057,1.763035936885228
0.27056881583340997,0.1617174391043361,0.15681380860551156,2.0353495462332116,0.6802385417262174,2.7886840810004325,3.71638852413112,1.796379167839009
0.3409450190587522,0.14154795463382625,0.17269403351878912,1.727885543860039,0.8860252646488401,3.0316041783635037,3.8804614728854716,1.6606199812107745
0.28680623765866553,0.2429970295327756,0.17858670083191644,1.6642970745386958,1.0455119786876963,2.5987030578665267,3.6542707584497456,2.231995200988244
0.3667904599843045,0.13806328765872294,0.18401648050229444,1.9633670039403457,0.8328068940554012,3.0054222658511707,3.7937526006666737,1.5471748432262602
0.4171932170244678,0.2708109357964584,0.19901259207687244,2.5106776871352583,0.8315389421808844,2.4352355154155143,2.8576071510191503,2.559286436587544
0.3059587004522567,0.17516135078737816,0.13520505886221046,1.834767869068279,0.5154892809306745,2.7444004608166255,3.301982192623293,1.5152239099434277
0.40599804630473973,0.2041408921263848,0.16632941239578156,2.557148251680313,0.688908684913486,2.5181041682362957,3.1886775538731977,2.481478587892776
0.32525053175551155,0.2246527373312787,0.14110905417368388,1.637427742968255,0.5556321545537256,2.676256512784817,2.9228139439902323,1.6209971636456317
