perm50_V,dr_V,g_CaL,TRPN_n_A,ca50_A,Rsys,Rpulm,bt_atria
0.3252022301387696,0.2636382963062926,0.08526705449824304,2.059577117060022,1.1477074525405648,3.083804469206296,2.4859071733890907,4.291788234485429
0.3298070481953886,0.26135295015471105,0.08756382254634582,1.855391363614077,1.226034489352689,3.075738782184133,2.511426011956748,4.189490981002869
0.3161358081565897,0.25797445392401497,0.08661497308850895,1.7732267616706143,1.267918251817105,3.128307272208516,2.59754182047913,4.2653468218629875
0.2022650291305639,0.22853404532808913,0.10958757395958978,2.681140538845024,1.2667250019533232,3.3317339191035225,3.0885561659951835,4.467340072249927
0.20392509204386122,0.21908877433399324,0.10367625594074144,1.579942569718225,1.266720301531314,3.3595975883568077,3.0960808775073367,2.746345078153003
0.36519646668478173,0.2161057132614356,0.1287574988457626,2.903078140130032,1.3698499126471142,3.145173012862178,2.9567938633877313,4.7025704270937325
0.23337039405056334,0.2653097888279724,0.12745725977975647,2.190427730076423,1.3321126666923433,3.1661003670736463,2.666983067968612,3.791104806683906
0.2712165774152829,0.16554288260106473,0.09058870374447264,1.7247783257928897,1.3981991557022497,3.3917286694197655,3.3771291452030248,4.147141764058205
0.3460983454837165,0.2193011584828484,0.10409695643344417,2.4209650442904374,1.178941064768765,3.098459826736679,2.7376427399579906,4.186918401319355
0.26944129405188777,0.24229345379922712,0.08490948047393357,2.1411872142088084,1.0832887183272473,3.316187453375114,2.516373273095694,3.8959366125051775
0.3111131969839276,0.20582266064897567,0.10431980239528818,2.0930229946932,1.2675833498843672,3.2900901509954386,3.1594674988835445,3.7080884833667573
0.3688153613270914,0.20926632257414704,0.10848791068622812,2.125533612418425,1.2830414064879452,3.182593155839905,2.989424496901153,3.75734074020894
0.33543949572882914,0.22186981561140823,0.09875179371588924,2.447473122093074,1.1322705919879565,3.2385875608878254,2.864280212132056,3.731416276441997
0.28357590658118365,0.1842886468659941,0.09453536310703392,2.417008950902465,1.1296245517328118,3.374708613273224,2.868821362987079,3.8722960073446218
0.276500512655942,0.1673181981057402,0.09956532867464676,2.6269142845710953,1.1623490622684514,3.429084505594882,3.1144120651652534,3.9686034959970025
0.2621796942341776,0.204483853007581,0.11126281880522322,1.9765870030202615,1.3218980717479865,3.236436139030199,3.0423344511782964,3.6064126767592533
0.36401139257220955,0.14721719277131393,0.11462777454302851,2.079092291593777,1.3883227446697095,3.3653742250081655,3.3024914608018525,4.023554041810561
0.22984032736106444,0.2493538274277891,0.10294694949201624,2.0366474301704103,1.3660497188292526,3.3500906201987286,3.226007617832262,3.9244850734929986
0.38654223038921365,0.15166434924162864,0.10629889529524271,2.236072338681677,1.194580319347256,3.158692347317537,2.8397494613927243,4.172226686257903
0.3642234291526596,0.2161215301894301,0.11337797410030533,1.918891903037666,1.345127042030823,3.039619165315132,2.525797101117232,4.204535184323467
0.2539675888111636,0.20923598109905275,0.09112040068353482,2.854290080149964,0.9848914723554214,3.403994873709516,3.0800659904595347,3.970345139564739
0.32793536353498065,0.21988815615457466,0.0865421387314562,2.641938040187051,1.1174621367225996,3.129895269325369,2.9974305797838654,4.435789446896088
0.2548004997283238,0.191585499306897,0.13470804573211814,2.3842934491899412,1.374303560619514,3.453680697727903,3.0561603891740456,3.833909688244482
0.33515918598706457,0.21134658983948162,0.09413102539485653,1.8010515543797991,1.3221204078302256,3.1510648096084704,2.8748383142909737,4.0920032947697
0.2648478089300742,0.2409602041229496,0.11447501669914703,2.238530526283545,1.382505312898615,3.2470734373374284,3.08263648598414,4.181689833157586
0.30929940251134935,0.17636060147857574,0.10269986318341048,1.8933825437019707,1.2434808641055768,3.4269455610466766,2.944879437799932,3.511547817339095
0.26372517073399887,0.19942619119118285,0.10873250797689452,2.3203638379198623,1.2623034173717138,3.4431040585285784,3.1105426469179824,3.921026671494727
0.2693345073068623,0.2006379167540961,0.10463709640509869,2.461481568061295,1.2429639981382419,3.4132782465159655,3.0410345317360314,4.276776832441698
0.2515882633052397,0.22585052544777512,0.10793531791017025,2.200247143650555,1.3072489972049557,3.4362960328916268,2.858882985315005,4.328094680185111
0.22990215306646627,0.24349644412963192,0.09199824598631574,1.499808371790208,1.2642252866342465,3.4570089887796045,2.7773805160526854,3.359282871801315
0.3483697469267894,0.22971044056617348,0.0912965396826992,2.8041909632943254,1.030806361921735,3.2576279494921834,2.8120951925208315,4.339520475294508
0.21751137032303805,0.24043933968642328,0.08409648129044907,1.9093567574996795,1.1598165106672027,3.5564772095115122,2.9454790178744563,3.731287324140351
0.2360098723863009,0.18195794475071791,0.08681657379761244,1.627542330754054,1.3362487701579557,3.3950651080582905,3.0275465317449886,4.32247890093643
0.32156018291445376,0.26060790875619383,0.13401364883435632,2.801356999584512,1.3018421896861503,2.9521122421756143,2.628321933948344,4.685548503180935
0.2265385236467731,0.2310251108757192,0.10492060290685322,2.6013012821796653,1.315130179148529,3.3505888806180404,3.2623717327902546,4.601657215534279
0.26290161865602985,0.2139592936942869,0.10427275834511905,2.266981990868695,1.2830230536854916,3.3519417139058905,3.204785108400985,3.9209903715655305
0.24850797418597306,0.20382653231899592,0.09222544270298265,2.426907541235357,1.2376688647219618,3.389422735822299,3.3477842908455777,4.227568689787478
0.311843252747093,0.19758710488085432,0.14284697778932584,2.169388068321203,1.3590385912497787,3.2301895458132415,2.4287015024626655,3.7779867710647848
0.3446082720110613,0.20011006202865614,0.1458742545290161,2.0037853510688435,1.3999706900872504,3.117932875222859,2.561389908637213,3.493303250494573
0.2055047766383088,0.18174159953463656,0.08409304697459524,1.5132434402445174,1.3259053667363978,3.5480014895903675,3.402105037900683,3.6956786803478887
0.2986750368667245,0.1331444403610221,0.10728639801930705,2.6721876312006825,1.1457533820376689,3.4824439238545244,3.576336231058127,3.421923176819978
0.29311224029827915,0.1521965378930474,0.10413444021733691,1.3751777688390547,1.41155284598582,3.3997044983997866,2.698565032982096,3.9119492416906105
0.30720786809745654,0.13728666277258086,0.13423617346858818,2.336165141681724,1.3986731054536141,3.3647943244534604,3.4093589101714556,3.5730283895867703
0.2636485268846815,0.1948558966630745,0.09148933220702801,1.5691771912372299,1.3974412127828115,3.5315364799118627,3.418350337839121,3.8194473498416928
0.3635883312830168,0.17073442254727222,0.13208007230380325,2.5840960284107815,1.2150904772181446,2.9888129391243754,2.4472339089445967,4.000868854726768
0.28198755552084276,0.17440386174337494,0.09216614810351245,1.4141220505288048,1.356282117291018,3.454837256764563,2.9742746580169723,3.7588929365214137
0.313799206871011,0.16074181848361932,0.13796998545428513,2.5259784535639933,1.3205456969444818,3.3414477683923756,3.1640385800858377,3.6060709328283562
0.2563143131056367,0.19638232332304892,0.08534599838672745,1.4485330655898452,1.3510275813026082,3.487499636834703,3.0792408899401504,3.8504532796713558
0.3307114330434146,0.18903417413557358,0.09626680566692923,2.64327724607039,1.028840701259252,3.296898608435656,2.9400174540727635,3.7151917635084213
0.25232099302902,0.2202137370061501,0.12468436965807655,2.228042788891692,1.3364439547679003,3.385582058989082,3.0427490558058454,3.7338072473565838
