$p_{\mathrm{LA}}^{\min}$,$p_{\mathrm{LA}}^{\max}$,$\left( \frac{p_{\mathrm{LA}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{LA}}}{dt} \right)^{\max}$,$V_{\mathrm{LA}}^{\min}$,$V_{\mathrm{LA}}^{\max}$,$\left( \frac{V_{\mathrm{LA}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{LA}}}{dt} \right)^{\max}$,$p_{\mathrm{LV}}^{\min}$,$p_{\mathrm{LV}}^{\max}$,$\left( \frac{p_{\mathrm{LV}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{LV}}}{dt} \right)^{\max}$,$V_{\mathrm{LV}}^{\min}$,$V_{\mathrm{LV}}^{\max}$,$\left( \frac{V_{\mathrm{LV}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{LV}}}{dt} \right)^{\max}$,$p_{\mathrm{RA}}^{\min}$,$p_{\mathrm{RA}}^{\max}$,$\left( \frac{p_{\mathrm{RA}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{RA}}}{dt} \right)^{\max}$,$V_{\mathrm{RA}}^{\min}$,$V_{\mathrm{RA}}^{\max}$,$\left( \frac{V_{\mathrm{RA}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{RA}}}{dt} \right)^{\max}$,$p_{\mathrm{RV}}^{\min}$,$p_{\mathrm{RV}}^{\max}$,$\left( \frac{p_{\mathrm{RV}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{RV}}}{dt} \right)^{\max}$,$V_{\mathrm{RV}}^{\min}$,$V_{\mathrm{RV}}^{\max}$,$\left( \frac{V_{\mathrm{RV}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{RV}}}{dt} \right)^{\max}$
0.02574531383675363,0.0006038311999332612,0.0061766981387931,0.0003390469597055762,0.012250280507639393,-0.004708287217955889,0.008880507549670883,0.017752617739516353,0.045720924136252665,0.04973821337503745,0.033104518675620025,0.03274826776455508,0.007719793466515838,0.00987636089151194,0.016605958634166414,0.008946532398195354,0.013763142844137235,0.0074564157350956286,0.008357550718228605,0.021295753059768364,0.0009488304262969494,0.015511419401575998,0.016560399995706722,0.030162389484785345,0.04938638087522008,0.014776385424735377,0.00203278321200899,0.02554598411704803,0.046124877207826376,0.00783680662491845,0.048159044996383175,0.02210163000611647
0.007785810624102369,0.006616553492910516,0.00103046331575367,0.0001442765636258259,0.002462245869548415,0.00010920978935547682,-0.00011775443885578575,0.0004536302618670939,0.015390337568358708,0.004339936567583103,0.01810177954344798,0.007679365717261135,0.002899273454991869,-0.00012993814698873682,0.006358941077805365,0.0001531130868912227,0.0020445336129102,-0.00033972561289753603,0.002486983637082483,0.0005596308271566068,0.002744129739614727,5.391862882651971e-05,0.0019590118019749314,0.0009591252067890029,0.006801906485178576,0.003301233564635282,0.011336722098187325,0.005391251837154583,0.007679010963487507,0.0013537468011254226,0.009071590239085943,0.0015845815494756554
0.024186763569881687,0.003294213230148372,0.0046913658039544155,-0.003031971969185951,0.006016359737658647,-0.0019531015682699708,0.006829037370777451,0.016455751622634792,0.030950429215223712,0.031167779703306697,0.01427841889831358,0.013857487128895932,0.015666068422725957,0.0019273969929487717,0.010443520094234477,0.008181953197096671,0.012221796997927189,0.0036869481564873845,0.005953766713338475,0.011237677835927135,0.0028547301216583386,0.0009419559785329748,0.013436485563516964,0.01443995614402535,0.038713412994051746,0.005192267141927347,0.002306124357143678,0.008581131663171553,0.03206030928690634,0.010135132122591145,0.02662865993560474,0.0176360165670267
0.019459702954430978,0.0030498432301503064,0.009140984802486174,0.00343143135122722,0.0007473326867026325,-0.00039565465770333624,0.0021282557195637423,0.010689941283571232,0.013432547771337913,0.04767691309789203,0.07067631989136486,0.06631114714608363,0.011842661996743352,-8.668478903551717e-05,0.028144073002553015,0.0013964975376633318,0.009439955279807406,0.0026216061014460094,0.004579848055890385,0.003656726255637212,0.002960159372760503,0.0005172563296758403,0.004059933890223874,0.004880476863356852,0.029106137836221027,0.037842301673014805,0.04058035124707482,0.05127626272911757,0.035110570917412404,0.0012864409292642452,0.04944643039084072,0.003406694443493992
0.03570823509295963,0.010051388526573968,0.000979415641948312,0.002111236695535622,0.005563431650992697,0.007988351126838262,4.067157684159007e-05,0.026388398459276225,0.018349128375923694,0.0932146558594108,0.012601055502132887,0.03363661654101258,0.038445867164189663,0.007000871221563667,0.018298046039478065,0.008423605367403022,0.01900804006170422,0.004784590116766326,0.0038504016583491545,0.01693560594785853,0.0011240377369647302,0.01610475863224092,0.019181890076833453,0.02112012184267989,0.06565811084309546,0.030180166460209934,0.007879311988170818,0.02160991357238815,0.0577158203741346,0.012828209932861899,0.05773298027567444,0.031943137186857505
0.006093810828050665,-0.0003280116046979738,0.003046688281135723,0.00032180816745696527,0.009327421873664223,0.003061497156763024,0.0036452187541393018,0.004128301208857772,0.0026557999826841913,0.004394579593774661,0.0033641564519808665,0.004512039765547698,0.004207717904003016,0.00747659049315508,0.005073902926269986,0.005058010804175279,0.003454889798405645,0.0023203810730386635,0.0009700719335658742,0.005507125078315085,0.0029784282641145896,0.0006327137360214555,0.004557617298252064,0.0027019000013617464,0.007803712125724036,0.002097875352589729,0.0003894549410528014,0.003228617582720981,0.007058341717823984,0.005015073863977208,0.008316472546563654,0.006019581841192404
-0.0006508195903652961,0.0026971285225393686,-0.0012566364801590388,0.002762788712383626,1.2078397702211357e-05,0.002889362566053898,0.000660232847953931,0.005035696690429835,0.0017387240220875864,-0.0005505316888698478,0.005054338932461402,0.0005394032091632553,0.0016891669733755995,-0.0002674548082574884,0.004209558817065974,0.0003599177975059994,0.0008012355694330801,0.0010769222270092505,0.001371123097173429,6.90989526426434e-05,0.0005117703492387777,0.001092689661861508,0.0009695724384569044,0.00020461306432378206,0.001459484800989534,0.001316250058128684,0.018621473587219006,0.0020605644590883593,0.001526158886851587,0.00045964490089018503,0.0006112324677345059,5.860831059568789e-05
0.011671337080627786,0.02317735034680286,0.004869460940183904,0.01312233800572305,0.0015119898996866798,0.005509091380606575,0.003882453868369311,0.02439215211270956,0.11926510898940318,0.02342791172923497,0.1841937657261455,0.1138317703496095,0.01790894639773131,-2.2967129105927025e-05,0.1228908767615085,0.0009482321636135478,0.003977793222826591,0.007535090158696202,0.002325555469645174,-0.008065233046797318,0.0020183602170939377,0.002238151793932564,-7.468516810504565e-05,0.01856498059630651,0.037815986890440315,0.06510388564757774,0.18376628045030266,0.14137798542059898,0.1008523055490683,0.004747250091697257,0.13628047328420823,-0.0013470677971966643
0.0017487323981978718,-0.00010927403156219986,0.0007567974748108088,-0.004212893714454833,0.0009667334563009691,0.0013511492986934344,0.001620231700485716,0.004294461977027422,0.016744103241992818,0.0009877688585410399,0.030756541138377214,0.013619760479702281,0.0003915040861738471,0.0004331916882996909,0.007473310820146584,0.002339363866689466,0.0010749191371511313,-0.0003047160939024591,0.0043888789928702345,-0.0028579274119941646,0.0010797401448063447,0.0007822183583811938,0.00334761847685461,-0.0006174804831496968,0.002665700469752859,0.00888002812944613,0.041734813244829465,0.016935368037682894,0.005746159468903763,0.0025258738671768534,0.008334659547582033,0.003022882621332917
0.003646080832258425,-7.695928649878743e-05,7.207831150995277e-05,0.00038782931879148037,-0.0005993663994107745,-0.0005694745414786787,-0.001229879358584518,0.0060090501637111654,0.004129270359038558,0.012970278847449883,0.016720962753898866,0.01944850913989456,0.010046348414410222,0.002088162128505599,0.016260336148173134,-0.0014849657804022502,0.0023764259100633517,0.0025703048234792234,0.00401966309232891,0.004531485591685816,0.0018238797691750082,0.0003866733331117966,0.0029456042748621037,0.007556853166707467,0.003474707191665174,0.02186616599018702,0.00831950484704464,0.03453922205506045,0.018504056318562206,0.00015299008068372558,0.023001469577899995,0.0029824755874641776
