perm50_V,dr_V,ca50_V,g_CaL,TRPN_n_A,ca50_A,CV_ventricles,k_FEC,Rsys,Rpulm,bt_atria
0.3440811185308479,0.1559445330044001,0.436416830787562,0.08883280428030287,1.4917962624203394,0.6527694670203275,0.7223211967317713,4.935108226292438,3.361141393547416,2.3005715506864113,2.027220610685106
0.3289426985778547,0.15642672855807396,0.44446476566371057,0.0912356054204875,1.5158982377365564,0.6728734371626515,0.7071092827386711,5.121719169432838,3.3740355850511077,2.3001030848051576,2.0839062079316633
0.34437858172454316,0.15467333882762516,0.4384717315900628,0.0899580970201314,1.4886045414986344,0.6687686576500178,0.7073248735985186,5.0544634491912985,3.380358498228737,2.3123630335680203,2.077698390691684
0.33755709402991035,0.1645418125070156,0.4451715179336149,0.0957993238254319,1.5373714868821615,0.6768575785183117,0.7368169479756259,5.042363289158715,3.36237366255194,2.236524195919214,1.970613759591313
0.3354834085983021,0.16177115288894686,0.44903675253503245,0.1169158609099413,1.6354535129058974,0.8465390444753867,0.7490423196395887,4.6539610282948285,3.424151722279567,2.3489838755124213,2.312229616971944
0.3409861391948553,0.14894003562401062,0.4468898635059569,0.10810488756418392,1.4570479285423936,0.8445293328235096,0.7423012031407902,4.327866759387063,3.498416352706504,2.4062107295330857,2.576564566543631
0.33501659259284583,0.15192668575619536,0.44074182936064144,0.09668644510516577,1.3655337015319924,0.8122566526804411,0.7430926331746571,4.4684244551248495,3.4362150303454726,2.3885201489414185,2.441408453710716
0.34311478879472784,0.15582368841517324,0.4328654841326738,0.10030709523807883,1.4041265252216226,0.8476522285642899,0.7479859389009136,4.344349115164668,3.4359536228515117,2.390850606588942,2.600606608905552
0.34781465274676954,0.15021635190891625,0.43300410842610887,0.12146555836780239,1.5690331036313236,0.9043432244530069,0.7241681483684992,4.580793377851974,3.3600895353542883,2.326038058037752,2.5066581918393127
0.35280374464481634,0.15200260529578988,0.4289299366056198,0.1276878279622481,1.7305708938198041,0.8715820860755233,0.7219319963299825,4.748213488802828,3.376943691371962,2.3745384152714046,2.2555682643434967
0.33354338658484045,0.17097612112217223,0.43822270460796986,0.1250771816721202,1.7837093904035672,0.7673067302999527,0.7226950667572901,5.353639069786914,3.29199578556379,2.2301336233419957,1.979260817616614
0.350937123943059,0.16228445605918876,0.42639484373495645,0.10700257876885227,1.6161833402925547,0.7690545158505578,0.6559576246794347,5.594083902186064,3.311910180638128,2.291613259494219,2.142566301259872
0.34762071116785603,0.14535234062553185,0.4177486924663806,0.12798068400602744,1.784531649062672,0.8509427073583201,0.6671832842415225,5.323382325977501,3.3297087281685505,2.329421445826187,2.247582555916976
0.35218072670712935,0.14136867693458974,0.41652548487531704,0.1212190557250465,1.748448305783625,0.7986390050028674,0.6472100313699443,5.505601511460568,3.32740706890917,2.347338630854532,2.207392943958461
0.3524687274481412,0.14127840483413073,0.4161703967707395,0.11772448686725927,1.708150111149589,0.8117157862439892,0.652373549626954,5.306606785748962,3.347049432972179,2.3660667835755484,2.219982896639645
0.3514699243140275,0.14230923746399557,0.4142844336096642,0.09380250336551699,1.4522008536386926,0.7476253910063366,0.67194030570731,4.98803664566607,3.400901471723235,2.363083587062209,2.230023555503011
0.3469893238792192,0.14466760561814482,0.4142530126480569,0.09957245885513716,1.5898920350604415,0.7399872747924923,0.7087598710151269,4.766957447258241,3.3882681228895546,2.344672312504581,2.1735306197345916
0.34899965807555583,0.15886301715747547,0.41820871616888483,0.10553108740254162,1.677135418899894,0.7208774772315105,0.6355065810159521,5.6385070333223215,3.3318423704188187,2.2653411581183325,2.109445413288021
0.35731099375041836,0.14990702601878877,0.4160215693721367,0.09443533804501773,1.497553327082981,0.6615042410540268,0.6942009615338504,5.274249295197757,3.342040205043179,2.332591042742141,1.9141385932472808
0.340579453198944,0.16358129286632234,0.4230507748767355,0.10993767312526535,1.5190549936458924,0.7326631510901727,0.7089725008529116,5.445852749796114,3.3113703895472706,2.2404459191132453,1.83246710586844
